loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L44439,C44439,Home,Secured,23150000,16671000,333420.0,3000780,13336800,32,4107302,1423393,2024-01-01,2024-01-18,False
L44440,C44440,Auto,Secured,2481000,2251000,45020.0,405180,1800800,13,1093977,714537,2024-01-01,2024-01-09,False
L44441,C44441,Personal,Unsecured,764000,576000,11520.0,103680,460800,11,414719,246199,2024-01-01,2024-01-11,False
L44442,C44442,Home,Secured,5538000,5238000,104760.0,942840,4190400,27,1174497,583221,2024-01-01,2024-01-04,True
L44443,C44443,Auto,Secured,6999000,5853000,117060.0,1053540,4682400,20,3053606,2110910,2024-01-01,2024-01-22,False
L44444,C44444,Personal,Unsecured,1070000,855000,17100.0,153900,684000,15,581886,472297,2024-01-01,2024-01-26,False
L44445,C44445,Auto,Secured,292000,245000,4900.0,44100,196000,31,151036,74894,2024-01-01,2024-01-29,True
L44446,C44446,Home,Secured,33471000,23564000,471280.0,4241520,18851200,29,5000000,3280639,2024-01-01,2024-01-08,False
L44447,C44447,Auto,Secured,3509000,3269000,65380.0,588420,2615200,32,1350036,890666,2024-01-01,2024-01-22,False
L44448,C44448,Education,Secured,5879000,5811000,116220.0,1045980,4648800,55,1878955,902820,2024-01-01,2024-01-18,False
L44449,C44449,Personal,Unsecured,5000000,4624000,92480.0,832320,3699200,22,3329279,5407865,2024-01-02,2024-01-21,False
L44450,C44450,Education,Secured,1181000,1044000,20880.0,187920,835200,26,443150,238257,2024-01-02,2024-01-29,False
L44451,C44451,Auto,Secured,550000,421000,8420.0,75780,336800,31,252406,151248,2024-01-02,2024-01-25,False
L44452,C44452,Home,Secured,18977000,15106000,302120.0,2719080,12084800,34,4069771,3517499,2024-01-02,2024-02-01,False
L44453,C44453,Auto,Secured,10000000,7836000,156720.0,1410480,6268800,14,5000000,3566272,2024-01-02,2024-01-17,False
L44454,C44454,Home,Secured,16958000,15464000,309280.0,2783520,12371200,46,2330122,1130885,2024-01-02,2024-01-31,False
L44455,C44455,Education,Secured,2941000,2929000,58580.0,527220,2343200,36,925006,504819,2024-01-02,2024-01-30,False
L44456,C44456,Personal,Unsecured,342000,284000,5680.0,51120,227200,17,204479,181264,2024-01-02,2024-01-23,False
L44457,C44457,Auto,Secured,3852000,3029000,60580.0,545220,2423200,21,1779926,1112383,2024-01-02,2024-01-04,False
L44458,C44458,Home,Secured,1357000,1317000,26340.0,237060,1053600,45,176947,165540,2024-01-02,2024-01-09,False
L44459,C44459,Personal,Unsecured,136000,130000,2600.0,23400,104000,7,93599,74003,2024-01-02,2024-01-19,False
L44460,C44460,Home,Secured,15748000,11177000,223540.0,2011860,8941600,41,3140545,1944390,2024-01-02,2024-01-03,False
L44461,C44461,Personal,Unsecured,3266000,2938000,58760.0,528840,2350400,9,1891363,1486296,2024-01-02,2024-01-10,False
L44462,C44462,Auto,Secured,4937000,4355000,87100.0,783900,3484000,12,1546169,903010,2024-01-02,2024-01-13,True
L44463,C44463,Personal,Unsecured,2790000,2778000,55560.0,500040,2222400,13,1049357,876431,2024-01-02,2024-01-27,False
L44464,C44464,Personal,Unsecured,1231000,1052000,21040.0,189360,841600,13,703482,577398,2024-01-02,2024-01-20,False
L44465,C44465,Personal,Unsecured,280000,278000,5560.0,50040,222400,16,148043,91525,2024-01-02,2024-01-24,False
L44466,C44466,Home,Secured,41473000,31866000,637320.0,5735880,25492800,32,5000000,4951648,2024-01-02,2024-01-18,False
L44467,C44467,Home,Secured,12611000,11318000,226360.0,2037240,9054400,43,2152676,1242453,2024-01-02,2024-01-29,False
L44468,C44468,Education,Secured,1251000,1113000,22260.0,200340,890400,39,303638,325237,2024-01-02,2024-01-19,False
L44469,C44469,Home,Secured,2203000,2017000,40340.0,363060,1613600,45,358474,184572,2024-01-02,2024-01-23,False
L44470,C44470,Personal,Unsecured,242000,188000,3760.0,33840,150400,13,135359,90052,2024-01-02,2024-01-24,False
L44471,C44471,Home,Secured,334000,308000,6160.0,55440,246400,35,66214,48449,2024-01-02,2024-01-22,False
L44472,C44472,Home,Secured,4516000,4468000,89360.0,804240,3574400,25,698268,495022,2024-01-02,2024-01-22,False
L44473,C44473,Auto,Secured,3984000,3192000,63840.0,574560,2553600,29,2184479,1885881,2024-01-02,2024-01-07,True
L44474,C44474,Home,Secured,31204000,31093000,621860.0,5596740,24874400,40,3518803,2761387,2024-01-02,2024-01-29,False
L44475,C44475,Personal,Unsecured,643000,612000,12240.0,110160,489600,22,440639,360085,2024-01-02,2024-01-21,False
L44476,C44476,Home,Secured,9283000,8043000,160860.0,1447740,6434400,27,1888147,1602014,2024-01-03,2024-01-24,False
L44477,C44477,Personal,Unsecured,2418000,2165000,43300.0,389700,1732000,8,1558799,1273957,2024-01-03,2024-02-01,False
L44478,C44478,Education,Secured,3290000,3078000,61560.0,554040,2462400,43,1074938,510926,2024-01-03,2024-01-24,False
L44479,C44479,Personal,Unsecured,5000000,4436000,88720.0,798480,3548800,16,3193919,4097082,2024-01-03,2024-01-31,False
L44480,C44480,Personal,Unsecured,2050000,2011000,40220.0,361980,1608800,18,1190107,736196,2024-01-03,2024-01-05,False
L44481,C44481,Home,Secured,1634000,1246000,24920.0,224280,996800,43,300229,224610,2024-01-03,2024-01-18,True
L44482,C44482,Personal,Unsecured,327000,251000,5020.0,45180,200800,18,180719,231331,2024-01-03,2024-01-16,False
L44483,C44483,Auto,Secured,2057000,1853000,37060.0,333540,1482400,17,866053,629688,2024-01-03,2024-02-01,False
L44484,C44484,Auto,Secured,971000,808000,16160.0,145440,646400,29,493127,330345,2024-01-03,2024-01-12,False
L44485,C44485,Personal,Unsecured,119000,108000,2160.0,19440,86400,7,57159,41314,2024-01-03,2024-01-25,False
L44486,C44486,Personal,Unsecured,3388000,3040000,60800.0,547200,2432000,19,2100898,1677420,2024-01-03,2024-01-15,False
L44487,C44487,Home,Secured,3528000,3442000,68840.0,619560,2753600,42,951197,326704,2024-01-03,2024-01-06,False
L44488,C44488,Auto,Secured,682000,671000,13420.0,120780,536800,27,467550,210820,2024-01-03,2024-01-25,False
L44489,C44489,Personal,Unsecured,3333000,2681000,53620.0,482580,2144800,6,1930319,2302502,2024-01-03,2024-01-21,False
L44490,C44490,Personal,Unsecured,4955000,4148000,82960.0,746640,3318400,15,2986559,1995792,2024-01-03,2024-01-23,False
L44491,C44491,Education,Secured,6684000,5421000,108420.0,975780,4336800,26,2563348,2019035,2024-01-03,2024-01-17,False
L44492,C44492,Education,Secured,1264000,987000,19740.0,177660,789600,40,439358,328096,2024-01-03,2024-01-27,False
L44493,C44493,Personal,Unsecured,455000,408000,8160.0,73440,326400,7,293759,254323,2024-01-03,2024-01-21,False
L44494,C44494,Education,Secured,879000,755000,15100.0,135900,604000,53,271015,141489,2024-01-03,2024-01-29,False
L44495,C44495,Home,Secured,14558000,12067000,241340.0,2172060,9653600,39,1647036,835842,2024-01-03,2024-01-11,False
L44496,C44496,Education,Secured,2674000,2464000,49280.0,443520,1971200,55,578802,362075,2024-01-03,2024-01-28,False
L44497,C44497,Personal,Unsecured,914000,829000,16580.0,149220,663200,12,596879,214076,2024-01-03,2024-01-08,False
L44498,C44498,Personal,Unsecured,510000,503000,10060.0,90540,402400,21,228571,316012,2024-01-03,2024-01-29,True
L44499,C44499,Auto,Secured,2331000,1739000,34780.0,313020,1391200,29,1009673,465803,2024-01-03,2024-01-24,False
L44500,C44500,Home,Secured,8968000,8551000,171020.0,1539180,6840800,36,1241811,993349,2024-01-03,2024-01-20,False
L44501,C44501,Home,Secured,10957000,9950000,199000.0,1791000,7960000,37,2794543,1504264,2024-01-03,2024-01-08,False
L44502,C44502,Home,Secured,8367000,8122000,162440.0,1461960,6497600,46,1247551,712241,2024-01-03,2024-01-14,False
L44503,C44503,Personal,Unsecured,1616000,1545000,30900.0,278100,1236000,15,1112399,790966,2024-01-03,2024-01-04,False
L44504,C44504,Education,Secured,6486000,6410000,128200.0,1153800,5128000,12,2202440,2282889,2024-01-04,2024-01-06,False
L44505,C44505,Home,Secured,10098000,8773000,175460.0,1579140,7018400,40,1189599,814179,2024-01-04,2024-02-03,False
L44506,C44506,Education,Secured,2703000,2125000,42500.0,382500,1700000,22,971828,407318,2024-01-04,2024-01-27,False
L44507,C44507,Auto,Secured,1202000,1071000,21420.0,192780,856800,12,309882,307879,2024-01-04,2024-02-03,False
L44508,C44508,Education,Secured,1606000,1317000,26340.0,237060,1053600,54,887748,309509,2024-01-04,2024-01-22,False
L44509,C44509,Home,Secured,40224000,39022000,780440.0,7023960,31217600,41,3632710,5049646,2024-01-04,2024-01-29,True
L44510,C44510,Personal,Unsecured,1555000,1552000,31040.0,279360,1241600,8,1117439,538617,2024-01-04,2024-01-26,False
L44511,C44511,Home,Secured,4636000,4132000,82640.0,743760,3305600,47,638783,354322,2024-01-04,2024-02-01,False
L44512,C44512,Auto,Secured,1622000,1477000,29540.0,265860,1181600,21,619152,379980,2024-01-04,2024-01-10,False
L44513,C44513,Home,Secured,6082000,4915000,98300.0,884700,3932000,39,1098716,494032,2024-01-04,2024-01-23,True
L44514,C44514,Home,Secured,20879000,20154000,403080.0,3627720,16123200,34,3330973,2295387,2024-01-04,2024-01-11,False
L44515,C44515,Education,Secured,3321000,2671000,53420.0,480780,2136800,43,1460041,804646,2024-01-04,2024-01-25,False
L44516,C44516,Home,Secured,5384000,5033000,100660.0,905940,4026400,38,903330,918041,2024-01-04,2024-01-05,False
L44517,C44517,Auto,Secured,1299000,1246000,24920.0,224280,996800,27,573899,460153,2024-01-04,2024-01-09,False
L44518,C44518,Home,Secured,874000,847000,16940.0,152460,677600,34,136249,117937,2024-01-04,2024-01-05,False
L44519,C44519,Auto,Secured,4582000,3977000,79540.0,715860,3181600,21,2301888,1760397,2024-01-04,2024-01-13,False
L44520,C44520,Personal,Unsecured,3775000,3696000,73920.0,665280,2956800,16,1800198,1106254,2024-01-04,2024-01-27,False
L44521,C44521,Education,Secured,4987000,4299000,85980.0,773820,3439200,35,1706369,1033876,2024-01-04,2024-01-25,False
L44522,C44522,Auto,Secured,8269000,6968000,139360.0,1254240,5574400,34,3504029,1839447,2024-01-04,2024-01-31,False
L44523,C44523,Home,Secured,13490000,10835000,216700.0,1950300,8668000,41,2135275,1101365,2024-01-04,2024-02-02,False
L44524,C44524,Home,Secured,2748000,2392000,47840.0,430560,1913600,31,350650,155842,2024-01-04,2024-01-24,False
L44525,C44525,Personal,Unsecured,450000,382000,7640.0,68760,305600,14,275039,226197,2024-01-04,2024-02-03,False
L44526,C44526,Auto,Secured,4474000,4294000,85880.0,772920,3435200,31,2609035,1354039,2024-01-04,2024-01-07,False
L44527,C44527,Home,Secured,2853000,2297000,45940.0,413460,1837600,34,286205,397885,2024-01-04,2024-01-16,False
L44528,C44528,Auto,Secured,3058000,2152000,43040.0,387360,1721600,26,1549439,1230502,2024-01-04,2024-01-18,False
L44529,C44529,Personal,Unsecured,836000,773000,15460.0,139140,618400,11,483377,443561,2024-01-04,2024-01-07,False
L44530,C44530,Personal,Unsecured,2107000,1589000,31780.0,286020,1271200,9,1144079,1078128,2024-01-04,2024-01-14,False
L44531,C44531,Home,Secured,831000,790000,15800.0,142200,632000,41,118878,101598,2024-01-05,2024-01-18,False
L44532,C44532,Home,Secured,7613000,7211000,144220.0,1297980,5768800,35,878225,492740,2024-01-05,2024-01-10,False
L44533,C44533,Education,Secured,411000,383000,7660.0,68940,306400,50,104558,50271,2024-01-05,2024-01-10,False
L44534,C44534,Personal,Unsecured,834000,603000,12060.0,108540,482400,10,434159,492498,2024-01-05,2024-01-28,False
L44535,C44535,Personal,Unsecured,281000,235000,4700.0,42300,188000,23,169199,153351,2024-01-05,2024-02-01,False
L44536,C44536,Personal,Unsecured,2173000,2110000,42200.0,379800,1688000,12,1266683,801203,2024-01-05,2024-02-01,False
L44537,C44537,Personal,Unsecured,3870000,2862000,57240.0,515160,2289600,10,1685174,1258536,2024-01-05,2024-01-06,False
L44538,C44538,Home,Secured,3205000,2920000,58400.0,525600,2336000,27,534358,257131,2024-01-05,2024-02-02,True
L44539,C44539,Personal,Unsecured,1512000,1246000,24920.0,224280,996800,7,897119,461561,2024-01-05,2024-01-14,False
L44540,C44540,Education,Secured,204000,203000,4060.0,36540,162400,39,59444,66204,2024-01-05,2024-01-26,False
L44541,C44541,Auto,Secured,5093000,3831000,76620.0,689580,3064800,18,1681731,1677669,2024-01-05,2024-01-14,False
L44542,C44542,Home,Secured,1956000,1548000,30960.0,278640,1238400,29,381116,306089,2024-01-05,2024-01-21,False
L44543,C44543,Personal,Unsecured,1217000,1116000,22320.0,200880,892800,16,803519,656295,2024-01-05,2024-02-01,False
L44544,C44544,Education,Secured,1423000,1197000,23940.0,215460,957600,41,353419,217775,2024-01-05,2024-01-17,False
L44545,C44545,Home,Secured,4004000,3722000,74440.0,669960,2977600,37,764880,555350,2024-01-05,2024-01-12,False
L44546,C44546,Personal,Unsecured,2273000,1824000,36480.0,328320,1459200,7,1313279,1291286,2024-01-05,2024-01-23,False
L44547,C44547,Home,Secured,4958000,3474000,69480.0,625320,2779200,29,597995,406312,2024-01-05,2024-01-16,False
L44548,C44548,Personal,Unsecured,1839000,1397000,27940.0,251460,1117600,8,1005839,651152,2024-01-05,2024-01-28,False
L44549,C44549,Personal,Unsecured,676000,656000,13120.0,118080,524800,8,389819,409687,2024-01-05,2024-01-18,False
L44550,C44550,Home,Secured,31889000,30964000,619280.0,5573520,24771200,43,5000000,3113038,2024-01-05,2024-01-28,False
L44551,C44551,Personal,Unsecured,1293000,1003000,20060.0,180540,802400,18,722159,584500,2024-01-05,2024-01-08,False
L44552,C44552,Home,Secured,12221000,10417000,208340.0,1875060,8333600,48,1576653,1151798,2024-01-05,2024-01-31,False
L44553,C44553,Auto,Secured,3111000,3031000,60620.0,545580,2424800,32,1598485,1469811,2024-01-05,2024-01-06,False
L44554,C44554,Personal,Unsecured,5000000,4254000,85080.0,765720,3403200,14,3062879,4468388,2024-01-05,2024-01-25,False
L44555,C44555,Auto,Secured,1161000,918000,18360.0,165240,734400,23,504570,248324,2024-01-05,2024-01-14,False
L44556,C44556,Home,Secured,4702000,3937000,78740.0,708660,3149600,46,897323,672544,2024-01-05,2024-02-01,False
L44557,C44557,Personal,Unsecured,5000000,4195000,83900.0,755100,3356000,16,3020399,2979194,2024-01-05,2024-01-23,False
L44558,C44558,Auto,Secured,4447000,3893000,77860.0,700740,3114400,31,1871206,690533,2024-01-06,2024-01-08,False
L44559,C44559,Personal,Unsecured,807000,742000,14840.0,133560,593600,10,506040,194487,2024-01-06,2024-01-07,False
L44560,C44560,Personal,Unsecured,1860000,1821000,36420.0,327780,1456800,21,763668,753867,2024-01-06,2024-02-04,False
L44561,C44561,Personal,Unsecured,208000,196000,3920.0,35280,156800,6,141119,99345,2024-01-06,2024-01-13,False
L44562,C44562,Personal,Unsecured,1411000,1330000,26600.0,239400,1064000,22,786310,484774,2024-01-06,2024-01-22,False
L44563,C44563,Personal,Unsecured,1837000,1488000,29760.0,267840,1190400,7,1071359,640793,2024-01-06,2024-01-18,False
L44564,C44564,Education,Secured,1391000,1314000,26280.0,236520,1051200,29,560852,339668,2024-01-06,2024-01-20,True
L44565,C44565,Personal,Unsecured,892000,718000,14360.0,129240,574400,19,516959,362072,2024-01-06,2024-01-12,True
L44566,C44566,Personal,Unsecured,498000,491000,9820.0,88380,392800,14,353519,234232,2024-01-06,2024-01-07,False
L44567,C44567,Personal,Unsecured,2607000,1946000,38920.0,350280,1556800,13,1401119,734933,2024-01-06,2024-01-15,False
L44568,C44568,Personal,Unsecured,1026000,899000,17980.0,161820,719200,6,647279,433468,2024-01-06,2024-01-17,False
L44569,C44569,Personal,Unsecured,4515000,4293000,85860.0,772740,3434400,12,3090959,3453161,2024-01-06,2024-01-19,False
L44570,C44570,Education,Secured,4187000,3732000,74640.0,671760,2985600,50,1955265,857136,2024-01-06,2024-01-20,False
L44571,C44571,Home,Secured,2284000,2220000,44400.0,399600,1776000,28,483180,264530,2024-01-06,2024-01-07,False
L44572,C44572,Home,Secured,684000,669000,13380.0,120420,535200,39,88293,69492,2024-01-06,2024-02-02,True
L44573,C44573,Personal,Unsecured,1897000,1330000,26600.0,239400,1064000,8,739061,392135,2024-01-06,2024-01-26,False
L44574,C44574,Auto,Secured,483000,387000,7740.0,69660,309600,17,278639,207113,2024-01-06,2024-01-26,False
L44575,C44575,Personal,Unsecured,1108000,796000,15920.0,143280,636800,11,573119,705463,2024-01-06,2024-01-28,False
L44576,C44576,Home,Secured,4748000,3490000,69800.0,628200,2792000,24,940073,425211,2024-01-06,2024-01-09,False
L44577,C44577,Personal,Unsecured,1064000,787000,15740.0,141660,629600,11,495302,493317,2024-01-06,2024-01-17,False
L44578,C44578,Home,Secured,3825000,3706000,74120.0,667080,2964800,41,482314,429705,2024-01-06,2024-01-24,False
L44579,C44579,Personal,Unsecured,5000000,4922000,98440.0,885960,3937600,13,3543839,2231012,2024-01-06,2024-01-14,False
L44580,C44580,Home,Secured,10768000,9418000,188360.0,1695240,7534400,33,1514438,1002280,2024-01-06,2024-01-09,False
L44581,C44581,Auto,Secured,624000,442000,8840.0,79560,353600,17,184744,168229,2024-01-06,2024-01-31,False
L44582,C44582,Personal,Unsecured,2072000,1632000,32640.0,293760,1305600,12,1175039,1256873,2024-01-06,2024-01-25,False
L44583,C44583,Personal,Unsecured,287000,225000,4500.0,40500,180000,12,161999,171311,2024-01-06,2024-01-17,False
L44584,C44584,Personal,Unsecured,2560000,1985000,39700.0,357300,1588000,22,1429199,655053,2024-01-06,2024-02-02,False
L44585,C44585,Home,Secured,1155000,813000,16260.0,146340,650400,24,139805,83390,2024-01-06,2024-01-23,False
L44586,C44586,Personal,Unsecured,1208000,896000,17920.0,161280,716800,9,645119,623075,2024-01-07,2024-01-18,False
L44587,C44587,Personal,Unsecured,1443000,1400000,28000.0,252000,1120000,12,964290,928361,2024-01-07,2024-01-16,False
L44588,C44588,Auto,Secured,4433000,3364000,67280.0,605520,2691200,18,2403491,1374956,2024-01-07,2024-02-01,False
L44589,C44589,Auto,Secured,1159000,1006000,20120.0,181080,804800,20,724319,456465,2024-01-07,2024-01-12,False
L44590,C44590,Home,Secured,5767000,5627000,112540.0,1012860,4501600,28,1113832,514399,2024-01-07,2024-01-13,False
L44591,C44591,Personal,Unsecured,3853000,2896000,57920.0,521280,2316800,19,1977451,574147,2024-01-07,2024-01-15,False
L44592,C44592,Home,Secured,5370000,3901000,78020.0,702180,3120800,35,557050,430211,2024-01-07,2024-01-08,False
L44593,C44593,Home,Secured,2518000,1939000,38780.0,349020,1551200,48,481277,321641,2024-01-07,2024-01-25,False
L44594,C44594,Education,Secured,2951000,2347000,46940.0,422460,1877600,48,771687,375877,2024-01-07,2024-01-15,False
L44595,C44595,Education,Secured,4100000,3250000,65000.0,585000,2600000,59,1559960,1094106,2024-01-07,2024-01-12,True
L44596,C44596,Home,Secured,1293000,1120000,22400.0,201600,896000,35,214154,169040,2024-01-07,2024-02-04,False
L44597,C44597,Personal,Unsecured,79000,59000,1180.0,10620,47200,10,42479,50352,2024-01-07,2024-01-15,False
L44598,C44598,Auto,Secured,5187000,4927000,98540.0,886860,3941600,29,1897797,1131269,2024-01-07,2024-01-23,False
L44599,C44599,Auto,Secured,2026000,1953000,39060.0,351540,1562400,24,1143724,699434,2024-01-07,2024-02-04,False
L44600,C44600,Personal,Unsecured,5000000,3511000,70220.0,631980,2808800,6,2527919,4636281,2024-01-07,2024-01-16,False
L44601,C44601,Personal,Unsecured,399000,394000,7880.0,70920,315200,11,283679,126323,2024-01-07,2024-01-30,False
L44602,C44602,Personal,Unsecured,101000,77000,1540.0,13860,61600,9,55439,57380,2024-01-07,2024-01-18,False
L44603,C44603,Auto,Secured,310000,260000,5200.0,46800,208000,32,129573,73799,2024-01-07,2024-01-31,False
L44604,C44604,Personal,Unsecured,433000,335000,6700.0,60300,268000,12,241199,247903,2024-01-07,2024-02-02,False
